Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
Dom Quixote,Miguel de Cervantes,Clássico,2008,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 785,2.7
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1952,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 812,2.2
A Menina que Roubava Livros,Markus Zusak,Histórico,2000,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 926,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,2020,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 548,4.5
1984,George Orwell,Distopia,1915,Um regime totalitário vigia tudo e todos. Variado 852,3.2
O Código Da Vinci,Dan Brown,Mistério,1924,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 843,1.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,2004,"Em um reino medieval, várias famílias brigam pelo poder. Variado 392",1.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1984,"Em um reino medieval, várias famílias brigam pelo poder. Variado 671",1.7
O Código Da Vinci,Dan Brown,Mistério,1990,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 172,3.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2002,Uma história filosófica sobre um menino e suas aventuras. Variado 921,2.0
Dom Quixote,Miguel de Cervantes,Clássico,1928,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 312,3.3
O Rei Leão,Roger Allers,Infantil,1931,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 729",1.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1914,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 131,2.3
O Alquimista,Paulo Coelho,Filosofia,1993,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 132,3.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1983,"Em um reino medieval, várias famílias brigam pelo poder. Variado 302",1.6
O Código Da Vinci,Dan Brown,Mistério,1954,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 979,2.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1982,A jornada de Frodo para destruir o anel poderoso. Variado 496,2.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1996,A jornada de Frodo para destruir o anel poderoso. Variado 669,2.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1970,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 810",2.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1939,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 555,4.9
A Menina que Roubava Livros,Markus Zusak,Histórico,2003,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 182,4.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1945,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 639,4.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1998,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 466,3.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1921,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 978",1.8
A Menina que Roubava Livros,Markus Zusak,Histórico,2024,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 633,3.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1951,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 424,3.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1918,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 6,2.2
A Guerra dos Tronos,George R. R. Martin,Fantasia,1951,"Em um reino medieval, várias famílias brigam pelo poder. Variado 182",3.4
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1905,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 134,1.8
A Revolução dos Bichos,George Orwell,Fábula,1949,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 996,4.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1963,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 410,2.7
A Arte da Guerra,Sun Tzu,Filosofia,1929,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 276",4.1
1984,George Orwell,Distopia,1957,Um regime totalitário vigia tudo e todos. Variado 871,2.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1936,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 421",1.7
A Revolução dos Bichos,George Orwell,Fábula,2018,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 179,1.8
A Revolução dos Bichos,George Orwell,Fábula,1944,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 200,4.0
Dom Quixote,Miguel de Cervantes,Clássico,1907,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 694,4.0
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1970,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 111,2.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1964,Uma história filosófica sobre um menino e suas aventuras. Variado 654,4.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1989,"Em um reino medieval, várias famílias brigam pelo poder. Variado 626",1.6
O Senhor das Moscas,William Golding,Aventura,1993,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 674,2.6
A Revolução dos Bichos,George Orwell,Fábula,1983,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 602,4.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1988,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 526,3.9
O Rei Leão,Roger Allers,Infantil,1958,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 867",1.7
O Lobo da Estepe,Hermann Hesse,Psicológico,1974,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 363,1.6
A Revolução dos Bichos,George Orwell,Fábula,1981,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 391,3.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,2020,"Em um reino medieval, várias famílias brigam pelo poder. Variado 102",1.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2010,A jornada de Frodo para destruir o anel poderoso. Variado 583,1.3
O Milagre da Manhã,Hal Elrod,Autoajuda,2006,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 272,2.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1937,A jornada de Frodo para destruir o anel poderoso. Variado 152,3.7
O Código Da Vinci,Dan Brown,Mistério,1944,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 435,4.8
O Alquimista,Paulo Coelho,Filosofia,1916,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 27,4.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2010,Uma história filosófica sobre um menino e suas aventuras. Variado 675,2.9
Dom Quixote,Miguel de Cervantes,Clássico,1926,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 84,2.6
O Senhor das Moscas,William Golding,Aventura,1999,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 336,2.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,2024,"Em um reino medieval, várias famílias brigam pelo poder. Variado 271",2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1900,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 125,3.2
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1968,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 923,2.5
Dom Quixote,Miguel de Cervantes,Clássico,1931,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 605,1.7
O Alquimista,Paulo Coelho,Filosofia,1928,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 528,1.1
O Hobbit,J. R. R. Tolkien,Fantasia,1964,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 395,4.3
A Revolução dos Bichos,George Orwell,Fábula,1955,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 903,4.9
A Arte da Guerra,Sun Tzu,Filosofia,1906,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 439",4.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,2017,"Em um reino medieval, várias famílias brigam pelo poder. Variado 29",2.9
O Código Da Vinci,Dan Brown,Mistério,1909,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 952,4.9
A Culpa é das Estrelas,John Green,Romance,1996,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 812",1.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1937,A jornada de Frodo para destruir o anel poderoso. Variado 411,1.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1922,Uma história filosófica sobre um menino e suas aventuras. Variado 674,3.5
O Rei Leão,Roger Allers,Infantil,2015,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 413",1.4
O Código Da Vinci,Dan Brown,Mistério,1979,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 702,2.4
Dom Quixote,Miguel de Cervantes,Clássico,1986,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 609,2.4
O Código Da Vinci,Dan Brown,Mistério,2000,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 913,3.9
Dom Quixote,Miguel de Cervantes,Clássico,1950,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 177,1.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1915,Uma história filosófica sobre um menino e suas aventuras. Variado 842,1.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1948,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 258,1.1
Dom Quixote,Miguel de Cervantes,Clássico,2005,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 291,3.1
A Revolução dos Bichos,George Orwell,Fábula,2024,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 847,3.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2018,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 56,3.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1943,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 869,3.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1932,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 378,3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1942,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 255,3.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1970,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 704,2.6
A Culpa é das Estrelas,John Green,Romance,1924,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 290",2.5
O Alquimista,Paulo Coelho,Filosofia,1952,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 154,1.6
O Rei Leão,Roger Allers,Infantil,1927,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 733",1.8
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1970,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 273,4.0
A Culpa é das Estrelas,John Green,Romance,2022,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 551",3.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2008,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 247,1.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1905,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 237,4.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1906,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 239,4.2
O Rei Leão,Roger Allers,Infantil,1940,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 374",3.9
A Revolução dos Bichos,George Orwell,Fábula,2003,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 867,1.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1950,Uma história filosófica sobre um menino e suas aventuras. Variado 347,1.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1954,"Em um reino medieval, várias famílias brigam pelo poder. Variado 792",3.0
O Rei Leão,Roger Allers,Infantil,2006,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 898",3.8
Dom Quixote,Miguel de Cervantes,Clássico,1997,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 997,4.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1936,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 818,1.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1949,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 508,4.8
O Rei Leão,Roger Allers,Infantil,1912,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 280",1.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1921,A jornada de Frodo para destruir o anel poderoso. Variado 305,3.6
O Código Da Vinci,Dan Brown,Mistério,1919,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 401,3.6
O Alquimista,Paulo Coelho,Filosofia,1931,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 695,1.5
O Código Da Vinci,Dan Brown,Mistério,1903,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 721,2.8
A Arte da Guerra,Sun Tzu,Filosofia,1918,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 217",1.2
A Guerra dos Tronos,George R. R. Martin,Fantasia,1931,"Em um reino medieval, várias famílias brigam pelo poder. Variado 861",2.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1914,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 228,4.5
Dom Quixote,Miguel de Cervantes,Clássico,2016,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 218,1.1
O Código Da Vinci,Dan Brown,Mistério,1968,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 404,3.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1910,Uma história filosófica sobre um menino e suas aventuras. Variado 678,1.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1993,Uma história filosófica sobre um menino e suas aventuras. Variado 613,4.8
A Menina que Roubava Livros,Markus Zusak,Histórico,2003,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 710,1.2
Dom Quixote,Miguel de Cervantes,Clássico,1968,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 450,1.8
A Menina que Roubava Livros,Markus Zusak,Histórico,2015,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 429,1.3
O Milagre da Manhã,Hal Elrod,Autoajuda,2013,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 321,3.5
O Rei Leão,Roger Allers,Infantil,1927,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 207",4.2
O Rei Leão,Roger Allers,Infantil,1952,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 945",3.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1969,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 281,2.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1902,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 489",1.4
1984,George Orwell,Distopia,1995,Um regime totalitário vigia tudo e todos. Variado 606,3.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1935,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 997,3.6
A Menina que Roubava Livros,Markus Zusak,Histórico,2000,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 709,4.1
O Senhor das Moscas,William Golding,Aventura,2015,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 942,4.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1984,A jornada de Frodo para destruir o anel poderoso. Variado 62,4.8
O Código Da Vinci,Dan Brown,Mistério,1982,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 563,3.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1991,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 682,1.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1986,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 484",1.8
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1988,Uma história filosófica sobre um menino e suas aventuras. Variado 663,4.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1988,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 45,1.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1903,Uma história filosófica sobre um menino e suas aventuras. Variado 408,2.5
A Revolução dos Bichos,George Orwell,Fábula,1964,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 50,2.1
O Senhor das Moscas,William Golding,Aventura,1951,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 768,2.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1930,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 447,1.5
O Código Da Vinci,Dan Brown,Mistério,1982,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 168,2.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2020,Uma história filosófica sobre um menino e suas aventuras. Variado 117,4.0
A Arte da Guerra,Sun Tzu,Filosofia,2018,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 257",2.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1940,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 954,4.4
A Menina que Roubava Livros,Markus Zusak,Histórico,2024,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 310,4.5
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1924,A jornada de Frodo para destruir o anel poderoso. Variado 887,1.1
O Alquimista,Paulo Coelho,Filosofia,1989,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 370,3.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1918,A jornada de Frodo para destruir o anel poderoso. Variado 677,3.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1940,"Em um reino medieval, várias famílias brigam pelo poder. Variado 855",2.0
A Culpa é das Estrelas,John Green,Romance,1927,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 516",3.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1972,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 500",1.5
O Senhor das Moscas,William Golding,Aventura,1912,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 917,3.8
A Menina que Roubava Livros,Markus Zusak,Histórico,2009,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 287,3.9
A Revolução dos Bichos,George Orwell,Fábula,1938,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 357,1.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2011,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 49,2.5
O Rei Leão,Roger Allers,Infantil,1975,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 710",4.2
O Alquimista,Paulo Coelho,Filosofia,2005,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 350,3.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2009,A jornada de Frodo para destruir o anel poderoso. Variado 948,3.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1972,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 792,2.0
A Arte da Guerra,Sun Tzu,Filosofia,1997,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 191",4.3
A Arte da Guerra,Sun Tzu,Filosofia,1951,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 128",2.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1978,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 254,1.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1938,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 89,5.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1967,A jornada de Frodo para destruir o anel poderoso. Variado 772,3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1918,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 366,3.3
A Culpa é das Estrelas,John Green,Romance,2016,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 410",4.9
O Senhor das Moscas,William Golding,Aventura,2004,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 36,4.1
A Arte da Guerra,Sun Tzu,Filosofia,1995,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 44",3.3
A Menina que Roubava Livros,Markus Zusak,Histórico,1961,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 601,2.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1970,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 841,2.6
O Senhor das Moscas,William Golding,Aventura,1925,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 602,3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1967,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 459,3.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,1922,"Em um reino medieval, várias famílias brigam pelo poder. Variado 781",2.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1922,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 724,3.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1915,"Em um reino medieval, várias famílias brigam pelo poder. Variado 801",4.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1993,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 475",3.6
A Culpa é das Estrelas,John Green,Romance,1934,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 689",1.4
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2017,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 796,4.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1971,A jornada de Frodo para destruir o anel poderoso. Variado 326,3.7
O Lobo da Estepe,Hermann Hesse,Psicológico,1992,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 436,2.1
Dom Quixote,Miguel de Cervantes,Clássico,1916,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 425,3.5
O Rei Leão,Roger Allers,Infantil,2020,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 883",2.2
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1929,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 220,1.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1948,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 446,4.6
Dom Quixote,Miguel de Cervantes,Clássico,1947,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 885,2.1
A Revolução dos Bichos,George Orwell,Fábula,1975,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 986,4.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1923,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 779",3.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2013,A jornada de Frodo para destruir o anel poderoso. Variado 453,1.5
A Revolução dos Bichos,George Orwell,Fábula,1927,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 33,2.7
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1948,A jornada de Frodo para destruir o anel poderoso. Variado 110,1.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1958,"Em um reino medieval, várias famílias brigam pelo poder. Variado 117",1.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1920,Uma história filosófica sobre um menino e suas aventuras. Variado 405,2.3
O Senhor das Moscas,William Golding,Aventura,1911,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 157,4.2
A Arte da Guerra,Sun Tzu,Filosofia,2015,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 351",2.6
O Alquimista,Paulo Coelho,Filosofia,1902,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 904,1.1
O Código Da Vinci,Dan Brown,Mistério,1979,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 563,3.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1967,Uma história filosófica sobre um menino e suas aventuras. Variado 692,2.8
A Revolução dos Bichos,George Orwell,Fábula,1998,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 506,1.1
A Revolução dos Bichos,George Orwell,Fábula,1938,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 41,3.4
A Menina que Roubava Livros,Markus Zusak,Histórico,2001,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 508,4.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2017,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 377,4.3
A Culpa é das Estrelas,John Green,Romance,2015,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 990",1.3
A Revolução dos Bichos,George Orwell,Fábula,2000,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 60,2.9
1984,George Orwell,Distopia,2003,Um regime totalitário vigia tudo e todos. Variado 685,3.9
O Senhor das Moscas,William Golding,Aventura,2005,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 55,3.3
A Culpa é das Estrelas,John Green,Romance,2011,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 985",2.7
O Hobbit,J. R. R. Tolkien,Fantasia,1926,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 59,3.8
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1964,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 212,1.8
1984,George Orwell,Distopia,2016,Um regime totalitário vigia tudo e todos. Variado 115,1.1
O Senhor das Moscas,William Golding,Aventura,1978,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 60,4.3
A Arte da Guerra,Sun Tzu,Filosofia,1960,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 357",4.3
1984,George Orwell,Distopia,2000,Um regime totalitário vigia tudo e todos. Variado 693,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1988,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 815,2.9
O Alquimista,Paulo Coelho,Filosofia,1991,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 415,1.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1918,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 808,1.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1995,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 690",1.5
Dom Quixote,Miguel de Cervantes,Clássico,1965,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 727,4.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2021,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 67",4.5
O Rei Leão,Roger Allers,Infantil,1968,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 710",3.2
