Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Código Da Vinci,Dan Brown,Mistério,1914,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 413,4.1
O Alquimista,Paulo Coelho,Filosofia,1947,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 145,2.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1935,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 997,3.6
O Milagre da Manhã,Hal Elrod,Autoajuda,2022,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 548,4.1
A Revolução dos Bichos,George Orwell,Fábula,1903,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 223,2.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1980,A jornada de Frodo para destruir o anel poderoso. Variado 622,4.3
1984,George Orwell,Distopia,2013,Um regime totalitário vigia tudo e todos. Variado 807,4.0
Dom Quixote,Miguel de Cervantes,Clássico,2015,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 433,1.4
O Senhor das Moscas,William Golding,Aventura,1978,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 471,2.1
Dom Quixote,Miguel de Cervantes,Clássico,1901,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 667,1.5
1984,George Orwell,Distopia,1953,Um regime totalitário vigia tudo e todos. Variado 638,3.9
O Alquimista,Paulo Coelho,Filosofia,1952,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 310,2.0
O Hobbit,J. R. R. Tolkien,Fantasia,2010,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 638,2.8
O Rei Leão,Roger Allers,Infantil,1944,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 983",2.4
O Código Da Vinci,Dan Brown,Mistério,2004,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 274,2.8
O Milagre da Manhã,Hal Elrod,Autoajuda,1923,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 2,4.7
1984,George Orwell,Distopia,1905,Um regime totalitário vigia tudo e todos. Variado 784,3.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2016,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 94",2.4
Dom Quixote,Miguel de Cervantes,Clássico,1966,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 973,4.9
O Milagre da Manhã,Hal Elrod,Autoajuda,2010,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 767,4.0
A Revolução dos Bichos,George Orwell,Fábula,1953,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 439,1.5
A Menina que Roubava Livros,Markus Zusak,Histórico,2022,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 423,1.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1953,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 401,2.9
A Culpa é das Estrelas,John Green,Romance,1934,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 741",1.9
A Revolução dos Bichos,George Orwell,Fábula,1990,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 185,2.4
1984,George Orwell,Distopia,1903,Um regime totalitário vigia tudo e todos. Variado 610,4.7
A Culpa é das Estrelas,John Green,Romance,1991,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 407",3.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1981,A jornada de Frodo para destruir o anel poderoso. Variado 867,2.3
A Arte da Guerra,Sun Tzu,Filosofia,1940,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 784",4.1
A Menina que Roubava Livros,Markus Zusak,Histórico,2005,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 403,1.8
O Alquimista,Paulo Coelho,Filosofia,1994,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 541,1.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1913,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 425,2.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2013,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 868,1.4
O Hobbit,J. R. R. Tolkien,Fantasia,1943,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 744,4.2
Dom Quixote,Miguel de Cervantes,Clássico,1973,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 583,4.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1906,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 420,1.6
O Milagre da Manhã,Hal Elrod,Autoajuda,1998,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 32,4.4
A Arte da Guerra,Sun Tzu,Filosofia,1993,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 672",2.1
1984,George Orwell,Distopia,1909,Um regime totalitário vigia tudo e todos. Variado 175,4.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1980,Uma história filosófica sobre um menino e suas aventuras. Variado 272,1.2
O Hobbit,J. R. R. Tolkien,Fantasia,1953,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 362,3.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1964,"Em um reino medieval, várias famílias brigam pelo poder. Variado 599",1.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1964,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 879,3.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1908,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 345,3.3
A Culpa é das Estrelas,John Green,Romance,1978,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 997",2.1
O Hobbit,J. R. R. Tolkien,Fantasia,1990,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 832,2.8
O Milagre da Manhã,Hal Elrod,Autoajuda,1993,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 940,1.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2019,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 906,4.6
A Revolução dos Bichos,George Orwell,Fábula,1952,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 614,1.6
O Rei Leão,Roger Allers,Infantil,1918,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 790",2.2
O Senhor das Moscas,William Golding,Aventura,1964,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 714,4.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1970,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 438,1.2
A Revolução dos Bichos,George Orwell,Fábula,2013,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 925,3.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1953,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 80,1.2
A Culpa é das Estrelas,John Green,Romance,1920,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 163",2.2
O Senhor das Moscas,William Golding,Aventura,1997,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 624,2.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2021,Uma história filosófica sobre um menino e suas aventuras. Variado 91,1.3
O Código Da Vinci,Dan Brown,Mistério,1996,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 806,4.8
A Revolução dos Bichos,George Orwell,Fábula,2007,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 749,1.5
A Arte da Guerra,Sun Tzu,Filosofia,1930,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 493",3.0
O Rei Leão,Roger Allers,Infantil,1981,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 216",4.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,1920,"Em um reino medieval, várias famílias brigam pelo poder. Variado 504",3.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1966,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 160,1.6
A Revolução dos Bichos,George Orwell,Fábula,2015,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 552,2.6
A Menina que Roubava Livros,Markus Zusak,Histórico,1904,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 959,4.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1972,Uma história filosófica sobre um menino e suas aventuras. Variado 737,2.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1931,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 97,2.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1977,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 962,2.4
O Alquimista,Paulo Coelho,Filosofia,1973,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 52,4.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1957,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 72,4.9
O Senhor das Moscas,William Golding,Aventura,2015,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 380,2.5
A Menina que Roubava Livros,Markus Zusak,Histórico,2015,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 429,1.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1909,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 325,2.1
A Arte da Guerra,Sun Tzu,Filosofia,1908,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 435",3.7
O Código Da Vinci,Dan Brown,Mistério,1955,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 113,1.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2021,A jornada de Frodo para destruir o anel poderoso. Variado 82,3.8
O Senhor das Moscas,William Golding,Aventura,1947,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 296,4.8
A Culpa é das Estrelas,John Green,Romance,2009,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 629",2.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1921,"Em um reino medieval, várias famílias brigam pelo poder. Variado 151",1.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1988,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 700,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1918,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 360,2.2
A Culpa é das Estrelas,John Green,Romance,1977,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 461",2.9
Dom Quixote,Miguel de Cervantes,Clássico,1989,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 386,3.9
O Senhor das Moscas,William Golding,Aventura,1991,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 400,3.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1933,"Em um reino medieval, várias famílias brigam pelo poder. Variado 511",3.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1955,A jornada de Frodo para destruir o anel poderoso. Variado 731,4.5
A Menina que Roubava Livros,Markus Zusak,Histórico,1948,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 937,2.8
A Arte da Guerra,Sun Tzu,Filosofia,1972,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 665",3.9
Dom Quixote,Miguel de Cervantes,Clássico,1966,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 834,3.3
O Senhor das Moscas,William Golding,Aventura,1974,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 474,1.6
O Milagre da Manhã,Hal Elrod,Autoajuda,2019,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 582,4.3
1984,George Orwell,Distopia,1940,Um regime totalitário vigia tudo e todos. Variado 727,4.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1988,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 536,3.8
O Alquimista,Paulo Coelho,Filosofia,1997,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 366,2.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1972,Uma história filosófica sobre um menino e suas aventuras. Variado 656,2.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1975,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 128",3.3
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2005,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 362,3.8
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1925,Uma história filosófica sobre um menino e suas aventuras. Variado 723,2.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1961,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 269,3.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1982,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 233",1.9
A Revolução dos Bichos,George Orwell,Fábula,1943,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 146,4.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1930,"Em um reino medieval, várias famílias brigam pelo poder. Variado 639",2.1
A Arte da Guerra,Sun Tzu,Filosofia,2000,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 184",3.9
O Alquimista,Paulo Coelho,Filosofia,1971,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 978,1.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1991,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 268,2.2
A Culpa é das Estrelas,John Green,Romance,1906,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 819",4.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1996,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 608,3.6
O Alquimista,Paulo Coelho,Filosofia,1901,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 597,3.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1938,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 510,4.8
Dom Quixote,Miguel de Cervantes,Clássico,2022,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 205,1.8
A Menina que Roubava Livros,Markus Zusak,Histórico,2005,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 844,3.3
1984,George Orwell,Distopia,1945,Um regime totalitário vigia tudo e todos. Variado 141,4.4
A Revolução dos Bichos,George Orwell,Fábula,1902,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 720,4.8
A Arte da Guerra,Sun Tzu,Filosofia,1950,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 829",2.2
O Alquimista,Paulo Coelho,Filosofia,1983,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 636,3.5
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1922,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 578",3.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1996,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 273,3.3
1984,George Orwell,Distopia,1938,Um regime totalitário vigia tudo e todos. Variado 629,1.6
1984,George Orwell,Distopia,1979,Um regime totalitário vigia tudo e todos. Variado 870,1.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2024,A jornada de Frodo para destruir o anel poderoso. Variado 957,2.1
O Código Da Vinci,Dan Brown,Mistério,1944,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 435,4.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1966,A jornada de Frodo para destruir o anel poderoso. Variado 708,4.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1972,"Em um reino medieval, várias famílias brigam pelo poder. Variado 460",2.1
O Rei Leão,Roger Allers,Infantil,2022,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 159",1.6
A Revolução dos Bichos,George Orwell,Fábula,1915,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 178,4.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1946,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 398",2.1
O Hobbit,J. R. R. Tolkien,Fantasia,1967,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 532,5.0
O Senhor das Moscas,William Golding,Aventura,1941,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 82,1.2
Dom Quixote,Miguel de Cervantes,Clássico,2018,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 194,4.4
1984,George Orwell,Distopia,1912,Um regime totalitário vigia tudo e todos. Variado 364,1.6
A Culpa é das Estrelas,John Green,Romance,2001,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 802",1.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1974,A jornada de Frodo para destruir o anel poderoso. Variado 761,1.1
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2005,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 487,4.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1984,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 569,1.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1972,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 605,1.8
Dom Quixote,Miguel de Cervantes,Clássico,1962,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 986,1.3
1984,George Orwell,Distopia,1983,Um regime totalitário vigia tudo e todos. Variado 675,5.0
1984,George Orwell,Distopia,1960,Um regime totalitário vigia tudo e todos. Variado 390,1.3
A Guerra dos Tronos,George R. R. Martin,Fantasia,1998,"Em um reino medieval, várias famílias brigam pelo poder. Variado 135",1.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2022,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 124",4.1
O Código Da Vinci,Dan Brown,Mistério,2020,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 871,4.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1951,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 760,2.2
O Código Da Vinci,Dan Brown,Mistério,1991,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 286,4.1
A Culpa é das Estrelas,John Green,Romance,1915,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 179",4.9
O Código Da Vinci,Dan Brown,Mistério,1931,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 471,2.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1906,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 534",2.3
A Revolução dos Bichos,George Orwell,Fábula,1944,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 826,2.7
A Culpa é das Estrelas,John Green,Romance,1978,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 799",4.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1948,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 966,1.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1990,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 558,3.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1928,Uma história filosófica sobre um menino e suas aventuras. Variado 958,2.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1985,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 615",4.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1925,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 932",1.8
O Milagre da Manhã,Hal Elrod,Autoajuda,2022,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 350,2.8
O Senhor das Moscas,William Golding,Aventura,2021,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 730,3.2
O Alquimista,Paulo Coelho,Filosofia,1980,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 415,1.7
O Senhor das Moscas,William Golding,Aventura,1943,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 572,2.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1929,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 633",4.9
O Hobbit,J. R. R. Tolkien,Fantasia,1922,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 726,1.7
O Rei Leão,Roger Allers,Infantil,2008,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 923",1.6
O Milagre da Manhã,Hal Elrod,Autoajuda,2018,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 465,4.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1922,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 474,4.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1967,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 539,1.5
O Código Da Vinci,Dan Brown,Mistério,1906,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 977,4.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1983,"Em um reino medieval, várias famílias brigam pelo poder. Variado 140",3.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1956,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 911,2.2
1984,George Orwell,Distopia,1964,Um regime totalitário vigia tudo e todos. Variado 674,3.0
A Culpa é das Estrelas,John Green,Romance,1909,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 374",2.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1950,"Em um reino medieval, várias famílias brigam pelo poder. Variado 645",1.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1968,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 223,3.9
Dom Quixote,Miguel de Cervantes,Clássico,2021,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 884,4.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1980,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 361",3.6
O Hobbit,J. R. R. Tolkien,Fantasia,2022,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 156,1.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1918,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 265,2.7
O Código Da Vinci,Dan Brown,Mistério,1952,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 54,2.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1906,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 823",2.9
Dom Quixote,Miguel de Cervantes,Clássico,2008,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 37,4.9
Dom Quixote,Miguel de Cervantes,Clássico,2008,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 607,2.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,1926,"Em um reino medieval, várias famílias brigam pelo poder. Variado 181",2.5
O Senhor das Moscas,William Golding,Aventura,1937,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 448,4.8
O Alquimista,Paulo Coelho,Filosofia,1949,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 233,3.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1925,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 196,1.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1922,Uma história filosófica sobre um menino e suas aventuras. Variado 674,3.5
O Senhor das Moscas,William Golding,Aventura,1950,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 85,1.6
O Código Da Vinci,Dan Brown,Mistério,1919,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 580,4.9
O Alquimista,Paulo Coelho,Filosofia,1907,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 31,4.1
O Hobbit,J. R. R. Tolkien,Fantasia,1957,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 563,1.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1968,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 579",3.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1980,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 585,4.2
Dom Quixote,Miguel de Cervantes,Clássico,1923,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 18,2.7
O Senhor das Moscas,William Golding,Aventura,1991,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 458,2.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1948,Uma história filosófica sobre um menino e suas aventuras. Variado 944,2.8
O Hobbit,J. R. R. Tolkien,Fantasia,1952,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 527,1.7
A Revolução dos Bichos,George Orwell,Fábula,1925,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 793,4.9
1984,George Orwell,Distopia,1990,Um regime totalitário vigia tudo e todos. Variado 803,1.4
O Lobo da Estepe,Hermann Hesse,Psicológico,1950,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 273,2.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1950,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 801,4.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1997,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 186",2.7
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2020,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 617,2.8
A Revolução dos Bichos,George Orwell,Fábula,1969,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 255,4.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1951,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 842,2.8
O Código Da Vinci,Dan Brown,Mistério,1937,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 865,1.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2007,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 887",1.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1995,Uma história filosófica sobre um menino e suas aventuras. Variado 794,3.6
O Milagre da Manhã,Hal Elrod,Autoajuda,1984,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 567,3.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1995,Uma história filosófica sobre um menino e suas aventuras. Variado 564,1.0
1984,George Orwell,Distopia,1907,Um regime totalitário vigia tudo e todos. Variado 490,2.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2014,Uma história filosófica sobre um menino e suas aventuras. Variado 372,2.9
A Arte da Guerra,Sun Tzu,Filosofia,1900,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 825",4.0
O Hobbit,J. R. R. Tolkien,Fantasia,1971,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 195,3.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1914,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 131,2.3
O Código Da Vinci,Dan Brown,Mistério,1995,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 728,3.7
Dom Quixote,Miguel de Cervantes,Clássico,1914,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 693,2.8
